Date,Store_ID,Store_Location,Product_ID,Product_Name,Product_Category,Unit_Price,Unit_Cost,Quantity_Sold,Gross_Sales,Total_Cost,Profit_Amount,Invoice_Count,Discount_%,Festival_Flag,Promotion_Flag,Payment_Mode,Outstanding_Amount,Return_Quantity,Stock_Level,Profit_Margin_%,Business_Type,Sales_Growth_%
2023-02-18,S002,Bangalore,P003,Product_3,Clothing,2234,1593.92,54,120636,86071.68000000001,34564.31999999999,13,10,0,0,Card,4732,1,228,28.65,Distributor,6.44
2023-02-18,S002,Bangalore,P004,Product_4,Supermarket,1071,766.84,34,36414,26072.56,10341.439999999999,6,15,0,0,Card,5322,2,70,28.4,Distributor,8.08
2023-02-18,S002,Bangalore,P005,Product_5,FMCG,1425,1202.56,32,45600,38481.92,7118.080000000002,2,15,0,0,UPI,5824,2,340,15.61,Distributor,11.44
2023-02-18,S003,Hyderabad,P001,Product_1,FMCG,580,457.01,25,14500,11425.25,3074.75,2,10,0,0,Card,4221,3,558,21.21,Wholesale,-0.75
2023-02-18,S003,Hyderabad,P002,Product_2,Electronics,880,716.83,40,35200,28673.2,6526.799999999999,10,15,0,0,Card,7243,3,551,18.54,Retail,10.69
2023-02-18,S003,Hyderabad,P003,Product_3,Clothing,348,238.23,54,18792,12864.42,5927.58,5,0,0,0,Card,6361,4,395,31.54,Wholesale,14.62
2023-02-18,S003,Hyderabad,P004,Product_4,Supermarket,1907,1307.75,20,38140,26155.0,11985.0,5,10,0,0,UPI,947,4,257,31.42,Distributor,-2.95
2023-02-18,S003,Hyderabad,P005,Product_5,FMCG,448,366.17,32,14336,11717.44,2618.5599999999995,14,5,0,0,UPI,4453,5,266,18.27,Distributor,5.02
2023-02-19,S001,Chennai,P001,Product_1,FMCG,1932,1425.13,44,85008,62705.72,22302.28,6,0,0,0,UPI,6996,3,313,26.24,Wholesale,0.09
2023-02-19,S001,Chennai,P002,Product_2,Electronics,2378,1802.45,34,80852,61283.3,19568.699999999997,14,15,0,0,Card,1417,4,551,24.2,Retail,6.65
2023-02-19,S001,Chennai,P003,Product_3,Clothing,848,520.88,28,23744,14584.64,9159.36,6,0,0,0,Net Banking,6575,5,208,38.58,Wholesale,11.81
2023-02-19,S001,Chennai,P004,Product_4,Supermarket,672,458.09,13,8736,5955.17,2780.83,8,0,0,0,Cash,3673,4,269,31.83,Distributor,6.93
2023-02-19,S001,Chennai,P005,Product_5,FMCG,1544,1187.04,11,16984,13057.439999999999,3926.5600000000013,11,5,0,0,Card,3885,1,586,23.12,Retail,2.05
2023-02-19,S002,Bangalore,P001,Product_1,FMCG,2208,1666.9,28,61824,46673.200000000004,15150.799999999996,9,5,0,0,Card,5244,2,55,24.51,Retail,5.26
2023-02-19,S002,Bangalore,P002,Product_2,Electronics,613,462.55,6,3678,2775.3,902.6999999999998,7,5,0,0,Card,2251,5,453,24.54,Distributor,9.07
2023-02-19,S002,Bangalore,P003,Product_3,Clothing,835,560.73,5,4175,2803.65,1371.35,1,0,0,0,Cash,4723,4,527,32.85,Retail,1.28
2023-02-19,S002,Bangalore,P004,Product_4,Supermarket,345,273.81,29,10005,7940.49,2064.51,13,5,0,0,Card,2892,0,585,20.63,Distributor,7.42
2023-02-19,S002,Bangalore,P005,Product_5,FMCG,1781,1406.53,33,58773,46415.49,12357.510000000002,11,15,0,0,Cash,6386,5,256,21.03,Distributor,13.24
2023-02-19,S003,Hyderabad,P001,Product_1,FMCG,2102,1698.78,31,65162,52662.18,12499.82,5,10,0,0,UPI,6540,1,124,19.18,Wholesale,13.23
2023-02-19,S003,Hyderabad,P002,Product_2,Electronics,1805,1216.04,48,86640,58369.92,28270.08,11,5,0,0,UPI,4354,3,56,32.63,Retail,6.29
2023-02-19,S003,Hyderabad,P003,Product_3,Clothing,2192,1834.32,6,13152,11005.92,2146.08,4,0,0,0,Net Banking,2545,4,725,16.32,Retail,7.27
2023-02-19,S003,Hyderabad,P004,Product_4,Supermarket,2403,1484.48,35,84105,51956.8,32148.199999999997,7,5,0,0,Cash,1615,1,644,38.22,Retail,1.71
2023-02-19,S003,Hyderabad,P005,Product_5,FMCG,1963,1385.62,29,56927,40182.979999999996,16744.020000000004,5,10,0,0,Cash,5475,3,117,29.41,Retail,9.67
2023-02-20,S001,Chennai,P001,Product_1,FMCG,1787,1365.19,27,48249,36860.130000000005,11388.869999999995,12,5,0,0,UPI,1582,4,651,23.6,Retail,8.54
2023-02-20,S001,Chennai,P002,Product_2,Electronics,1084,891.85,37,40108,32998.450000000004,7109.549999999996,14,10,0,0,Cash,100,1,225,17.73,Wholesale,11.65
2023-02-20,S001,Chennai,P003,Product_3,Clothing,1422,933.64,54,76788,50416.56,26371.440000000002,3,10,0,0,Cash,2258,2,278,34.34,Wholesale,10.97
2023-02-20,S001,Chennai,P004,Product_4,Supermarket,1711,1296.35,11,18821,14259.849999999999,4561.1500000000015,3,5,0,0,Cash,3408,1,155,24.23,Wholesale,3.76
2023-02-20,S001,Chennai,P005,Product_5,FMCG,2172,1820.59,48,104256,87388.31999999999,16867.680000000008,4,0,0,0,Net Banking,1681,0,623,16.18,Retail,7.48
2023-02-20,S002,Bangalore,P001,Product_1,FMCG,1352,1025.21,19,25688,19478.99,6209.009999999998,8,0,0,0,Card,6300,4,309,24.17,Wholesale,0.14
2023-02-20,S002,Bangalore,P002,Product_2,Electronics,1053,670.26,50,52650,33513.0,19137.0,14,10,0,0,UPI,6769,5,369,36.35,Wholesale,-0.3
2023-02-20,S002,Bangalore,P003,Product_3,Clothing,1752,1305.06,25,43800,32626.5,11173.5,9,5,0,0,Card,460,3,511,25.51,Retail,-4.86
2023-02-20,S002,Bangalore,P004,Product_4,Supermarket,1415,932.77,12,16980,11193.24,5786.76,5,15,0,0,Card,5700,4,698,34.08,Wholesale,10.4
2023-02-20,S002,Bangalore,P005,Product_5,FMCG,1355,1061.76,7,9485,7432.32,2052.6800000000003,13,5,0,0,UPI,4569,0,302,21.64,Wholesale,-0.74
2023-02-20,S003,Hyderabad,P001,Product_1,FMCG,1204,825.41,7,8428,5777.87,2650.13,3,5,0,0,Cash,6886,3,724,31.44,Distributor,5.29
2023-02-20,S003,Hyderabad,P002,Product_2,Electronics,770,516.18,61,46970,31486.979999999996,15483.020000000004,12,0,0,0,UPI,4225,1,671,32.96,Retail,8.16
2023-02-20,S003,Hyderabad,P003,Product_3,Clothing,357,219.84,14,4998,3077.76,1920.2399999999998,9,15,0,0,Card,7140,5,120,38.42,Distributor,14.67
2023-02-20,S003,Hyderabad,P004,Product_4,Supermarket,1777,1324.86,7,12439,9274.019999999999,3164.9800000000014,9,0,0,0,Card,7575,4,247,25.44,Distributor,-4.31
2023-02-20,S003,Hyderabad,P005,Product_5,FMCG,2332,1816.02,15,34980,27240.3,7739.700000000001,2,10,0,0,Cash,2147,3,607,22.13,Wholesale,13.2
2023-02-21,S001,Chennai,P001,Product_1,FMCG,2313,1510.1,36,83268,54363.6,28904.4,9,15,0,0,UPI,7443,0,324,34.71,Retail,12.64
2023-02-21,S001,Chennai,P002,Product_2,Electronics,627,484.32,32,20064,15498.24,4565.76,11,15,0,0,Card,7250,1,731,22.76,Retail,7.64
2023-02-21,S001,Chennai,P003,Product_3,Clothing,466,366.56,39,18174,14295.84,3878.16,1,10,0,0,UPI,527,1,573,21.34,Retail,12.56
2023-02-21,S001,Chennai,P004,Product_4,Supermarket,2453,1856.94,9,22077,16712.46,5364.540000000001,6,0,0,0,UPI,6412,3,722,24.3,Distributor,3.31
2023-02-21,S001,Chennai,P005,Product_5,FMCG,2188,1579.68,57,124716,90041.76000000001,34674.23999999999,13,0,0,0,UPI,2976,1,737,27.8,Retail,7.54
2023-02-21,S002,Bangalore,P001,Product_1,FMCG,1052,780.02,56,58912,43681.119999999995,15230.880000000005,6,5,0,0,Card,3287,1,474,25.85,Wholesale,11.02
2023-02-21,S002,Bangalore,P002,Product_2,Electronics,2108,1509.29,35,73780,52825.15,20954.85,6,5,0,0,Card,4869,1,701,28.4,Distributor,13.3
2023-02-21,S002,Bangalore,P003,Product_3,Clothing,1601,1320.29,55,88055,72615.95,15439.050000000003,9,10,0,0,Cash,4820,0,443,17.53,Retail,-2.01
2023-02-21,S002,Bangalore,P004,Product_4,Supermarket,550,336.99,59,32450,19882.41,12567.59,2,5,0,0,UPI,1209,1,791,38.73,Distributor,12.06
2023-02-21,S002,Bangalore,P005,Product_5,FMCG,1003,748.69,7,7021,5240.83,1780.17,4,5,0,0,Net Banking,4228,2,700,25.35,Retail,14.32
2023-02-21,S003,Hyderabad,P001,Product_1,FMCG,1775,1409.71,32,56800,45110.72,11689.279999999999,2,15,0,0,Net Banking,332,0,179,20.58,Retail,7.29
2023-02-21,S003,Hyderabad,P002,Product_2,Electronics,1496,1049.78,29,43384,30443.62,12940.380000000001,11,10,0,0,UPI,3897,5,78,29.83,Distributor,5.67
2023-02-21,S003,Hyderabad,P003,Product_3,Clothing,1313,801.44,37,48581,29653.280000000002,18927.719999999998,10,5,0,0,Cash,5311,2,713,38.96,Distributor,13.5
2023-02-21,S003,Hyderabad,P004,Product_4,Supermarket,1133,872.48,58,65714,50603.840000000004,15110.159999999996,3,15,0,0,Card,1357,0,353,22.99,Retail,-2.07
2023-02-21,S003,Hyderabad,P005,Product_5,FMCG,1760,1329.92,31,54560,41227.520000000004,13332.479999999996,7,5,0,0,Cash,4856,0,454,24.44,Distributor,2.37
2023-02-22,S001,Chennai,P001,Product_1,FMCG,497,362.84,56,27832,20319.039999999997,7512.960000000003,1,15,0,1,UPI,4474,1,125,26.99,Distributor,-3.39
2023-02-22,S001,Chennai,P002,Product_2,Electronics,2039,1334.07,58,118262,77376.06,40885.94,5,5,0,1,Cash,1108,2,118,34.57,Distributor,14.36
2023-02-22,S001,Chennai,P003,Product_3,Clothing,1670,1064.59,32,53440,34066.88,19373.120000000003,14,10,0,1,Card,5796,2,269,36.25,Distributor,6.52
2023-02-22,S001,Chennai,P004,Product_4,Supermarket,1666,1106.96,51,84966,56454.96,28511.04,2,0,0,1,UPI,4196,4,107,33.56,Retail,-4.71
2023-02-22,S001,Chennai,P005,Product_5,FMCG,1240,1023.99,28,34720,28671.72,6048.279999999999,4,10,0,1,Card,1560,1,682,17.42,Wholesale,11.36
2023-02-22,S002,Bangalore,P001,Product_1,FMCG,753,512.69,8,6024,4101.52,1922.4799999999996,5,0,0,1,Cash,7058,3,609,31.91,Retail,5.73
2023-02-22,S002,Bangalore,P002,Product_2,Electronics,1124,944.82,18,20232,17006.760000000002,3225.239999999998,6,5,0,1,UPI,1228,0,736,15.94,Wholesale,-3.54
2023-02-22,S002,Bangalore,P003,Product_3,Clothing,1738,1132.54,51,88638,57759.54,30878.46,8,5,0,1,Card,211,3,65,34.84,Wholesale,12.33
2023-02-22,S002,Bangalore,P004,Product_4,Supermarket,631,425.44,53,33443,22548.32,10894.68,14,10,0,1,Net Banking,4975,3,698,32.58,Wholesale,14.26
2023-02-22,S002,Bangalore,P005,Product_5,FMCG,1912,1606.48,42,80304,67472.16,12831.839999999997,1,5,0,1,UPI,7492,5,257,15.98,Retail,8.94
2023-02-22,S003,Hyderabad,P001,Product_1,FMCG,1277,806.68,12,15324,9680.16,5643.84,12,15,0,1,UPI,527,2,523,36.83,Wholesale,6.87
2023-02-22,S003,Hyderabad,P002,Product_2,Electronics,1864,1472.03,21,39144,30912.63,8231.369999999999,9,10,0,1,Cash,400,0,235,21.03,Wholesale,5.12
2023-02-22,S003,Hyderabad,P003,Product_3,Clothing,904,631.49,26,23504,16418.74,7085.259999999998,13,0,0,1,Card,7830,5,799,30.14,Retail,4.86
2023-02-22,S003,Hyderabad,P004,Product_4,Supermarket,1853,1384.15,42,77826,58134.3,19691.699999999997,3,0,0,1,UPI,4421,2,681,25.3,Retail,9.52
2023-02-22,S003,Hyderabad,P005,Product_5,FMCG,895,661.73,16,14320,10587.68,3732.3199999999997,11,5,0,1,UPI,5519,1,494,26.06,Retail,10.46
2023-02-23,S001,Chennai,P001,Product_1,FMCG,891,688.2,41,36531,28216.2,8314.8,14,5,0,0,Net Banking,2850,0,70,22.76,Wholesale,0.81
2023-02-23,S001,Chennai,P002,Product_2,Electronics,2108,1362.0,10,21080,13620.0,7460.0,9,15,0,0,Card,1672,3,486,35.39,Retail,0.52
2023-02-23,S001,Chennai,P003,Product_3,Clothing,558,403.05,45,25110,18137.25,6972.75,5,0,0,0,Card,2860,1,512,27.77,Retail,9.46
2023-02-23,S001,Chennai,P004,Product_4,Supermarket,1444,937.95,61,88084,57214.950000000004,30869.049999999996,10,10,0,0,UPI,7482,4,667,35.05,Retail,2.05
2023-02-23,S001,Chennai,P005,Product_5,FMCG,795,501.58,61,48495,30596.379999999997,17898.620000000003,4,10,0,0,Card,3949,1,86,36.91,Wholesale,2.53
2023-02-23,S002,Bangalore,P001,Product_1,FMCG,436,333.42,12,5232,4001.04,1230.96,6,15,0,0,UPI,5021,4,284,23.53,Distributor,9.57
2023-02-23,S002,Bangalore,P002,Product_2,Electronics,732,583.17,42,30744,24493.14,6250.860000000001,12,5,0,0,UPI,4510,2,662,20.33,Retail,1.0
2023-02-23,S002,Bangalore,P003,Product_3,Clothing,840,617.33,31,26040,19137.23,6902.77,4,15,0,0,Net Banking,213,1,215,26.51,Distributor,-4.64
2023-02-23,S002,Bangalore,P004,Product_4,Supermarket,358,286.56,15,5370,4298.4,1071.6000000000004,11,15,0,0,Net Banking,1436,2,278,19.96,Wholesale,2.23
2023-02-23,S002,Bangalore,P005,Product_5,FMCG,861,522.51,14,12054,7315.139999999999,4738.860000000001,11,10,0,0,UPI,2923,3,742,39.31,Distributor,14.87
2023-02-23,S003,Hyderabad,P001,Product_1,FMCG,1401,1017.6,15,21015,15264.0,5751.0,10,10,0,0,UPI,1038,2,609,27.37,Wholesale,-0.94
2023-02-23,S003,Hyderabad,P002,Product_2,Electronics,1472,940.16,51,75072,47948.159999999996,27123.840000000004,13,15,0,0,Cash,1283,3,570,36.13,Retail,-0.02
2023-02-23,S003,Hyderabad,P003,Product_3,Clothing,670,496.89,26,17420,12919.14,4500.860000000001,8,5,0,0,UPI,2800,0,604,25.84,Distributor,1.05
2023-02-23,S003,Hyderabad,P004,Product_4,Supermarket,1841,1347.16,7,12887,9430.12,3456.879999999999,13,15,0,0,Card,769,4,529,26.82,Distributor,-1.58
2023-02-23,S003,Hyderabad,P005,Product_5,FMCG,1479,1031.42,36,53244,37131.12,16112.879999999997,6,0,0,0,UPI,5463,5,332,30.26,Wholesale,-4.69
2023-02-24,S001,Chennai,P001,Product_1,FMCG,2193,1744.94,54,118422,94226.76000000001,24195.23999999999,6,10,0,0,Net Banking,320,1,605,20.43,Retail,8.84
2023-02-24,S001,Chennai,P002,Product_2,Electronics,1686,1042.17,11,18546,11463.87,7082.129999999999,11,10,0,0,Card,4841,2,165,38.19,Retail,12.88
2023-02-24,S001,Chennai,P003,Product_3,Clothing,1365,907.23,23,31395,20866.29,10528.71,8,5,0,0,Net Banking,617,5,286,33.54,Retail,3.05
2023-02-24,S001,Chennai,P004,Product_4,Supermarket,2447,1940.98,56,137032,108694.88,28337.119999999995,7,5,0,0,UPI,4782,1,490,20.68,Retail,-1.93
2023-02-24,S001,Chennai,P005,Product_5,FMCG,1037,715.95,46,47702,32933.700000000004,14768.299999999996,7,15,0,0,Net Banking,3582,5,102,30.96,Wholesale,11.19
2023-02-24,S002,Bangalore,P001,Product_1,FMCG,785,664.49,23,18055,15283.27,2771.7299999999996,7,15,0,0,Card,4763,4,784,15.35,Distributor,2.8
2023-02-24,S002,Bangalore,P002,Product_2,Electronics,1301,1096.77,24,31224,26322.48,4901.52,8,15,0,0,UPI,7638,4,504,15.7,Wholesale,2.08
2023-02-24,S002,Bangalore,P003,Product_3,Clothing,1613,1187.22,13,20969,15433.86,5535.139999999999,9,15,0,0,Net Banking,2220,1,639,26.4,Retail,3.3
2023-02-24,S002,Bangalore,P004,Product_4,Supermarket,2466,1656.64,33,81378,54669.12,26708.879999999997,4,15,0,0,UPI,7314,3,262,32.82,Distributor,-2.69
2023-02-24,S002,Bangalore,P005,Product_5,FMCG,2041,1334.54,14,28574,18683.559999999998,9890.440000000002,3,10,0,0,Cash,104,1,508,34.61,Wholesale,12.03
2023-02-24,S003,Hyderabad,P001,Product_1,FMCG,2259,1863.4,36,81324,67082.40000000001,14241.599999999991,2,5,0,0,Cash,224,1,787,17.51,Distributor,13.57
2023-02-24,S003,Hyderabad,P002,Product_2,Electronics,1011,671.22,39,39429,26177.58,13251.419999999998,8,10,0,0,Cash,3986,2,306,33.61,Distributor,11.99
2023-02-24,S003,Hyderabad,P003,Product_3,Clothing,809,600.44,9,7281,5403.960000000001,1877.039999999999,9,0,0,0,Card,7777,0,425,25.78,Distributor,3.64
2023-02-24,S003,Hyderabad,P004,Product_4,Supermarket,2077,1740.37,60,124620,104422.2,20197.800000000003,9,5,0,0,UPI,4859,5,201,16.21,Wholesale,12.36
2023-02-24,S003,Hyderabad,P005,Product_5,FMCG,1625,982.2,55,89375,54021.0,35354.0,3,15,0,0,Cash,1325,5,185,39.56,Wholesale,-4.57
2023-02-25,S001,Chennai,P001,Product_1,FMCG,647,447.62,38,24586,17009.56,7576.439999999999,1,10,0,0,Cash,3758,5,357,30.82,Wholesale,11.18
2023-02-25,S001,Chennai,P002,Product_2,Electronics,2124,1770.04,35,74340,61951.4,12388.599999999999,5,0,0,0,Cash,2825,5,164,16.66,Retail,6.54
2023-02-25,S001,Chennai,P003,Product_3,Clothing,1976,1455.2,54,106704,78580.8,28123.199999999997,9,5,0,0,Cash,232,2,61,26.36,Wholesale,3.85
2023-02-25,S001,Chennai,P004,Product_4,Supermarket,1220,804.43,30,36600,24132.899999999998,12467.100000000002,4,10,0,0,UPI,2100,1,767,34.06,Distributor,2.73
2023-02-25,S001,Chennai,P005,Product_5,FMCG,1123,721.03,61,68503,43982.83,24520.17,12,15,0,0,Net Banking,2850,4,229,35.79,Distributor,13.01
2023-02-25,S002,Bangalore,P001,Product_1,FMCG,2193,1767.84,8,17544,14142.72,3401.2800000000007,6,15,0,0,Cash,842,0,619,19.39,Retail,-3.54
2023-02-25,S002,Bangalore,P002,Product_2,Electronics,491,295.5,17,8347,5023.5,3323.5,7,10,0,0,UPI,873,5,289,39.82,Wholesale,-4.25
2023-02-25,S002,Bangalore,P003,Product_3,Clothing,756,540.2,52,39312,28090.4,11221.599999999999,4,0,0,0,Cash,2711,3,706,28.54,Wholesale,8.47
2023-02-25,S002,Bangalore,P004,Product_4,Supermarket,2488,1884.3,57,141816,107405.09999999999,34410.90000000001,8,15,0,0,UPI,1568,3,731,24.26,Retail,11.02
2023-02-25,S002,Bangalore,P005,Product_5,FMCG,2036,1319.68,38,77368,50147.840000000004,27220.159999999996,9,15,0,0,Cash,1014,4,670,35.18,Distributor,8.55
2023-02-25,S003,Hyderabad,P001,Product_1,FMCG,2064,1737.82,50,103200,86891.0,16309.0,12,5,0,0,UPI,5976,2,148,15.8,Distributor,7.01
2023-02-25,S003,Hyderabad,P002,Product_2,Electronics,721,524.23,52,37492,27259.96,10232.04,2,10,0,0,Card,7549,0,101,27.29,Distributor,0.6
2023-02-25,S003,Hyderabad,P003,Product_3,Clothing,1612,1246.64,49,78988,61085.36000000001,17902.639999999992,14,15,0,0,UPI,6895,3,411,22.67,Retail,0.56
2023-02-25,S003,Hyderabad,P004,Product_4,Supermarket,1180,869.89,35,41300,30446.149999999998,10853.850000000002,1,5,0,0,Net Banking,7698,5,599,26.28,Retail,12.47
2023-02-25,S003,Hyderabad,P005,Product_5,FMCG,916,720.92,37,33892,26674.039999999997,7217.960000000003,7,15,0,0,Cash,6222,0,737,21.3,Retail,-0.9
2023-02-26,S001,Chennai,P001,Product_1,FMCG,1274,925.28,51,64974,47189.28,17784.72,2,10,0,0,Card,4277,0,367,27.37,Retail,-2.25
2023-02-26,S001,Chennai,P002,Product_2,Electronics,509,354.68,30,15270,10640.4,4629.6,4,15,0,0,Card,6558,2,443,30.32,Retail,4.86
2023-02-26,S001,Chennai,P003,Product_3,Clothing,1143,707.38,10,11430,7073.8,4356.2,7,10,0,0,Cash,3385,2,270,38.11,Wholesale,8.32
2023-02-26,S001,Chennai,P004,Product_4,Supermarket,2113,1278.91,25,52825,31972.750000000004,20852.249999999996,5,10,0,0,Card,161,2,153,39.47,Retail,-1.04
2023-02-26,S001,Chennai,P005,Product_5,FMCG,1958,1444.85,40,78320,57794.0,20526.0,1,5,0,0,Card,6461,5,696,26.21,Wholesale,14.94
2023-02-26,S002,Bangalore,P001,Product_1,FMCG,1966,1292.84,25,49150,32320.999999999996,16829.000000000004,12,5,0,0,Card,3856,2,443,34.24,Distributor,14.64
2023-02-26,S002,Bangalore,P002,Product_2,Electronics,811,497.82,51,41361,25388.82,15972.18,11,10,0,0,Cash,6371,1,316,38.62,Wholesale,-3.59
2023-02-26,S002,Bangalore,P003,Product_3,Clothing,1137,957.62,54,61398,51711.48,9686.519999999997,1,5,0,0,Net Banking,871,5,253,15.78,Retail,10.08
2023-02-26,S002,Bangalore,P004,Product_4,Supermarket,851,636.65,23,19573,14642.949999999999,4930.050000000001,3,0,0,0,UPI,4357,1,741,25.19,Distributor,7.45
2023-02-26,S002,Bangalore,P005,Product_5,FMCG,1618,1037.01,56,90608,58072.56,32535.440000000002,7,15,0,0,Card,2870,0,98,35.91,Retail,-3.68
2023-02-26,S003,Hyderabad,P001,Product_1,FMCG,592,487.11,63,37296,30687.93,6608.07,10,0,0,0,Cash,2652,5,376,17.72,Retail,-2.1
2023-02-26,S003,Hyderabad,P002,Product_2,Electronics,1266,909.76,16,20256,14556.16,5699.84,4,0,0,0,Net Banking,3291,0,702,28.14,Distributor,-3.3
2023-02-26,S003,Hyderabad,P003,Product_3,Clothing,894,689.09,45,40230,31009.050000000003,9220.949999999997,12,15,0,0,Card,1478,2,720,22.92,Retail,10.66
2023-02-26,S003,Hyderabad,P004,Product_4,Supermarket,1451,1099.33,37,53687,40675.21,13011.79,9,5,0,0,UPI,1569,3,78,24.24,Wholesale,-0.81
2023-02-26,S003,Hyderabad,P005,Product_5,FMCG,1320,853.68,18,23760,15366.24,8393.76,12,0,0,0,Net Banking,3602,5,126,35.33,Retail,14.97
2023-02-27,S001,Chennai,P001,Product_1,FMCG,872,571.26,46,40112,26277.96,13834.04,13,10,0,0,UPI,358,1,373,34.49,Wholesale,8.39
2023-02-27,S001,Chennai,P002,Product_2,Electronics,1649,1321.25,43,70907,56813.75,14093.25,7,0,0,0,Cash,5272,0,176,19.88,Retail,0.37
2023-02-27,S001,Chennai,P003,Product_3,Clothing,391,307.94,5,1955,1539.7,415.29999999999995,1,0,0,0,Net Banking,7874,1,767,21.24,Distributor,4.67
2023-02-27,S001,Chennai,P004,Product_4,Supermarket,774,571.59,53,41022,30294.27,10727.73,10,0,0,0,Cash,6800,5,558,26.15,Retail,0.66
2023-02-27,S001,Chennai,P005,Product_5,FMCG,813,605.06,9,7317,5445.539999999999,1871.460000000001,4,15,0,0,Cash,716,5,534,25.58,Distributor,2.12
2023-02-27,S002,Bangalore,P001,Product_1,FMCG,965,714.61,25,24125,17865.25,6259.75,4,0,0,0,Cash,148,5,193,25.95,Wholesale,-3.43
2023-02-27,S002,Bangalore,P002,Product_2,Electronics,931,621.6,34,31654,21134.4,10519.599999999999,9,15,0,0,UPI,6496,1,128,33.23,Wholesale,6.38
2023-02-27,S002,Bangalore,P003,Product_3,Clothing,1959,1421.17,27,52893,38371.590000000004,14521.409999999996,13,5,0,0,Cash,6020,1,638,27.45,Distributor,1.79
2023-02-27,S002,Bangalore,P004,Product_4,Supermarket,676,482.32,29,19604,13987.28,5616.719999999999,1,10,0,0,Card,994,5,61,28.65,Retail,2.68
2023-02-27,S002,Bangalore,P005,Product_5,FMCG,700,498.11,26,18200,12950.86,5249.139999999999,11,0,0,0,Cash,5752,1,251,28.84,Wholesale,13.89
2023-02-27,S003,Hyderabad,P001,Product_1,FMCG,1191,874.45,29,34539,25359.050000000003,9179.949999999997,7,15,0,0,UPI,1209,0,798,26.58,Retail,1.17
2023-02-27,S003,Hyderabad,P002,Product_2,Electronics,433,332.63,57,24681,18959.91,5721.09,9,5,0,0,Cash,7246,1,100,23.18,Wholesale,8.26
2023-02-27,S003,Hyderabad,P003,Product_3,Clothing,552,421.16,41,22632,17267.56,5364.439999999999,14,5,0,0,Net Banking,1977,3,317,23.7,Wholesale,10.34
2023-02-27,S003,Hyderabad,P004,Product_4,Supermarket,850,603.1,42,35700,25330.2,10369.8,13,15,0,0,Card,3496,1,233,29.05,Retail,5.99
2023-02-27,S003,Hyderabad,P005,Product_5,FMCG,2475,1862.25,48,118800,89388.0,29412.0,6,5,0,0,UPI,1794,2,464,24.76,Wholesale,4.0
2023-02-28,S001,Chennai,P001,Product_1,FMCG,1526,1072.24,65,99190,69695.6,29494.399999999994,9,15,0,1,Card,3057,1,643,29.74,Retail,12.93
2023-02-28,S001,Chennai,P002,Product_2,Electronics,899,635.8,28,25172,17802.399999999998,7369.600000000002,7,5,0,1,Card,2653,1,182,29.28,Distributor,5.42
2023-02-28,S001,Chennai,P003,Product_3,Clothing,1388,1031.38,5,6940,5156.900000000001,1783.0999999999995,4,10,0,1,Cash,4566,4,137,25.69,Distributor,1.93
2023-02-28,S001,Chennai,P004,Product_4,Supermarket,1089,760.82,5,5445,3804.1000000000004,1640.8999999999996,8,5,0,1,Card,3363,4,764,30.14,Distributor,0.58
2023-02-28,S001,Chennai,P005,Product_5,FMCG,610,496.96,32,19520,15902.72,3617.2800000000007,10,0,0,1,Card,5455,5,799,18.53,Retail,0.06
2023-02-28,S002,Bangalore,P001,Product_1,FMCG,1246,753.1,38,47348,28617.8,18730.2,6,0,0,1,UPI,6185,3,334,39.56,Distributor,5.59
2023-02-28,S002,Bangalore,P002,Product_2,Electronics,686,424.07,54,37044,22899.78,14144.220000000001,10,5,0,1,Card,7583,1,465,38.18,Wholesale,3.31
2023-02-28,S002,Bangalore,P003,Product_3,Clothing,684,471.2,54,36936,25444.8,11491.2,8,5,0,1,UPI,966,3,140,31.11,Retail,1.09
2023-02-28,S002,Bangalore,P004,Product_4,Supermarket,1101,894.91,5,5505,4474.55,1030.4499999999998,3,0,0,1,Net Banking,1915,4,501,18.72,Retail,0.34
2023-02-28,S002,Bangalore,P005,Product_5,FMCG,404,286.71,25,10100,7167.749999999999,2932.250000000001,7,15,0,1,Cash,645,2,97,29.03,Wholesale,-2.39
2023-02-28,S003,Hyderabad,P001,Product_1,FMCG,1083,858.89,48,51984,41226.72,10757.279999999999,5,10,0,1,Cash,1360,1,263,20.69,Wholesale,11.55
2023-02-28,S003,Hyderabad,P002,Product_2,Electronics,1256,926.2,7,8792,6483.400000000001,2308.5999999999995,12,5,0,1,Card,1386,0,251,26.26,Retail,4.48
2023-02-28,S003,Hyderabad,P003,Product_3,Clothing,2296,1379.8,32,73472,44153.6,29318.4,10,5,0,1,UPI,1224,3,596,39.9,Retail,-2.14
2023-02-28,S003,Hyderabad,P004,Product_4,Supermarket,2322,1670.16,5,11610,8350.800000000001,3259.199999999999,12,5,0,1,UPI,7950,2,490,28.07,Retail,8.58
2023-02-28,S003,Hyderabad,P005,Product_5,FMCG,1940,1219.38,53,102820,64627.14000000001,38192.85999999999,7,10,0,1,Net Banking,1304,2,666,37.15,Wholesale,-3.27
2023-03-01,S001,Chennai,P001,Product_1,FMCG,1332,894.72,56,74592,50104.32,24487.68,6,0,0,0,Cash,7454,1,218,32.83,Wholesale,-1.81
2023-03-01,S001,Chennai,P002,Product_2,Electronics,1765,1489.26,42,74130,62548.92,11581.080000000002,10,0,0,0,Net Banking,7727,4,77,15.62,Wholesale,12.63
