Date,Store ID,Store Location,Product ID,Product Name,Product Category,Unit Price,Unit Cost,Quantity Sold,Gross Sales,Total Cost,Profit Amount,Invoice Count
2025-01-14,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,41,1025,615,410,48
2025-01-14,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,45,6300,4500,1800,48
2025-01-14,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,45,3600,2475,1125,48
2025-01-14,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,96,9120,6720,2400,48
2025-01-15,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,115,5750,4025,1725,71
2025-01-15,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,63,7560,5670,1890,71
2025-01-15,ST01,MG Road,P03,Milk 1L,Dairy,40,28,114,4560,3192,1368,71
2025-01-15,ST01,MG Road,P04,Curd 500g,Dairy,35,24,96,3360,2304,1056,71
2025-01-15,ST01,MG Road,P05,Cola 1L,Beverages,30,20,69,2070,1380,690,71
2025-01-15,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,109,6540,4578,1962,71
2025-01-15,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,36,900,540,360,71
2025-01-15,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,72,10080,7200,2880,71
2025-01-15,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,74,5920,4070,1850,71
2025-01-15,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,76,7220,5320,1900,71
2025-01-15,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,63,3150,2205,945,40
2025-01-15,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,112,13440,10080,3360,40
2025-01-15,ST02,Howrah,P03,Milk 1L,Dairy,40,28,64,2560,1792,768,40
2025-01-15,ST02,Howrah,P04,Curd 500g,Dairy,35,24,41,1435,984,451,40
2025-01-15,ST02,Howrah,P05,Cola 1L,Beverages,30,20,106,3180,2120,1060,40
2025-01-15,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,55,3300,2310,990,40
2025-01-15,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,87,2175,1305,870,40
2025-01-15,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,82,11480,8200,3280,40
2025-01-15,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,52,4160,2860,1300,40
2025-01-15,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,65,6175,4550,1625,40
2025-01-16,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,66,3300,2310,990,44
2025-01-16,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,55,6600,4950,1650,44
2025-01-16,ST01,MG Road,P03,Milk 1L,Dairy,40,28,44,1760,1232,528,44
2025-01-16,ST01,MG Road,P04,Curd 500g,Dairy,35,24,114,3990,2736,1254,44
2025-01-16,ST01,MG Road,P05,Cola 1L,Beverages,30,20,110,3300,2200,1100,44
2025-01-16,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,121,7260,5082,2178,44
2025-01-16,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,61,1525,915,610,44
2025-01-16,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,81,11340,8100,3240,44
2025-01-16,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,98,7840,5390,2450,44
2025-01-16,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,46,4370,3220,1150,44
2025-01-16,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,67,3350,2345,1005,47
2025-01-16,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,103,12360,9270,3090,47
2025-01-16,ST02,Howrah,P03,Milk 1L,Dairy,40,28,50,2000,1400,600,47
2025-01-16,ST02,Howrah,P04,Curd 500g,Dairy,35,24,91,3185,2184,1001,47
2025-01-16,ST02,Howrah,P05,Cola 1L,Beverages,30,20,86,2580,1720,860,47
2025-01-16,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,99,5940,4158,1782,47
2025-01-16,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,37,925,555,370,47
2025-01-16,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,38,5320,3800,1520,47
2025-01-16,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,40,3200,2200,1000,47
2025-01-16,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,60,5700,4200,1500,47
2025-01-17,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,89,4450,3115,1335,64
2025-01-17,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,55,6600,4950,1650,64
2025-01-17,ST01,MG Road,P03,Milk 1L,Dairy,40,28,80,3200,2240,960,64
2025-01-17,ST01,MG Road,P04,Curd 500g,Dairy,35,24,66,2310,1584,726,64
2025-01-17,ST01,MG Road,P05,Cola 1L,Beverages,30,20,64,1920,1280,640,64
2025-01-17,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,54,3240,2268,972,64
2025-01-17,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,76,1900,1140,760,64
2025-01-17,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,32,4480,3200,1280,64
2025-01-17,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,39,3120,2145,975,64
2025-01-17,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,96,9120,6720,2400,64
2025-01-17,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,99,4950,3465,1485,52
2025-01-17,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,48,5760,4320,1440,52
2025-01-17,ST02,Howrah,P03,Milk 1L,Dairy,40,28,118,4720,3304,1416,52
2025-01-17,ST02,Howrah,P04,Curd 500g,Dairy,35,24,80,2800,1920,880,52
2025-01-17,ST02,Howrah,P05,Cola 1L,Beverages,30,20,53,1590,1060,530,52
2025-01-17,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,60,3600,2520,1080,52
2025-01-17,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,96,2400,1440,960,52
2025-01-17,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,54,7560,5400,2160,52
2025-01-17,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,30,2400,1650,750,52
2025-01-17,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,31,2945,2170,775,52
2025-01-18,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,114,5700,3990,1710,67
2025-01-18,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,83,9960,7470,2490,67
2025-01-18,ST01,MG Road,P03,Milk 1L,Dairy,40,28,70,2800,1960,840,67
2025-01-18,ST01,MG Road,P04,Curd 500g,Dairy,35,24,109,3815,2616,1199,67
2025-01-18,ST01,MG Road,P05,Cola 1L,Beverages,30,20,116,3480,2320,1160,67
2025-01-18,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,95,5700,3990,1710,67
2025-01-18,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,31,775,465,310,67
2025-01-18,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,30,4200,3000,1200,67
2025-01-18,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,49,3920,2695,1225,67
2025-01-18,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,75,7125,5250,1875,67
2025-01-18,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,112,5600,3920,1680,73
2025-01-18,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,88,10560,7920,2640,73
2025-01-18,ST02,Howrah,P03,Milk 1L,Dairy,40,28,87,3480,2436,1044,73
2025-01-18,ST02,Howrah,P04,Curd 500g,Dairy,35,24,56,1960,1344,616,73
2025-01-18,ST02,Howrah,P05,Cola 1L,Beverages,30,20,74,2220,1480,740,73
2025-01-18,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,68,4080,2856,1224,73
2025-01-18,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,68,1700,1020,680,73
2025-01-18,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,44,6160,4400,1760,73
2025-01-18,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,77,6160,4235,1925,73
2025-01-18,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,49,4655,3430,1225,73
2025-01-19,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,108,5400,3780,1620,63
2025-01-19,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,84,10080,7560,2520,63
2025-01-19,ST01,MG Road,P03,Milk 1L,Dairy,40,28,51,2040,1428,612,63
2025-01-19,ST01,MG Road,P04,Curd 500g,Dairy,35,24,99,3465,2376,1089,63
2025-01-19,ST01,MG Road,P05,Cola 1L,Beverages,30,20,88,2640,1760,880,63
2025-01-19,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,70,4200,2940,1260,63
2025-01-19,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,54,1350,810,540,63
2025-01-19,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,42,5880,4200,1680,63
2025-01-19,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,83,6640,4565,2075,63
2025-01-19,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,39,3705,2730,975,63
2025-01-19,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,68,3400,2380,1020,72
2025-01-19,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,103,12360,9270,3090,72
2025-01-19,ST02,Howrah,P03,Milk 1L,Dairy,40,28,105,4200,2940,1260,72
2025-01-19,ST02,Howrah,P04,Curd 500g,Dairy,35,24,51,1785,1224,561,72
2025-01-19,ST02,Howrah,P05,Cola 1L,Beverages,30,20,132,3960,2640,1320,72
2025-01-19,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,126,7560,5292,2268,72
2025-01-19,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,31,775,465,310,72
2025-01-19,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,51,7140,5100,2040,72
2025-01-19,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,58,4640,3190,1450,72
2025-01-19,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,83,7885,5810,2075,72
2025-01-20,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,56,2800,1960,840,30
2025-01-20,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,79,9480,7110,2370,30
2025-01-20,ST01,MG Road,P03,Milk 1L,Dairy,40,28,95,3800,2660,1140,30
2025-01-20,ST01,MG Road,P04,Curd 500g,Dairy,35,24,51,1785,1224,561,30
2025-01-20,ST01,MG Road,P05,Cola 1L,Beverages,30,20,126,3780,2520,1260,30
2025-01-20,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,137,8220,5754,2466,30
2025-01-20,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,33,825,495,330,30
2025-01-20,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,80,11200,8000,3200,30
2025-01-20,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,95,7600,5225,2375,30
2025-01-20,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,91,8645,6370,2275,30
2025-01-20,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,60,3000,2100,900,32
2025-01-20,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,81,9720,7290,2430,32
2025-01-20,ST02,Howrah,P03,Milk 1L,Dairy,40,28,108,4320,3024,1296,32
2025-01-20,ST02,Howrah,P04,Curd 500g,Dairy,35,24,60,2100,1440,660,32
2025-01-20,ST02,Howrah,P05,Cola 1L,Beverages,30,20,122,3660,2440,1220,32
2025-01-20,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,140,8400,5880,2520,32
2025-01-20,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,34,850,510,340,32
2025-01-20,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,30,4200,3000,1200,32
2025-01-20,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,64,5120,3520,1600,32
2025-01-20,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,39,3705,2730,975,32
2025-01-21,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,51,2550,1785,765,65
2025-01-21,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,96,11520,8640,2880,65
2025-01-21,ST01,MG Road,P03,Milk 1L,Dairy,40,28,67,2680,1876,804,65
2025-01-21,ST01,MG Road,P04,Curd 500g,Dairy,35,24,42,1470,1008,462,65
2025-01-21,ST01,MG Road,P05,Cola 1L,Beverages,30,20,139,4170,2780,1390,65
2025-01-21,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,94,5640,3948,1692,65
2025-01-21,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,31,775,465,310,65
2025-01-21,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,73,10220,7300,2920,65
2025-01-21,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,52,4160,2860,1300,65
2025-01-21,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,88,8360,6160,2200,65
2025-01-21,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,114,5700,3990,1710,32
2025-01-21,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,113,13560,10170,3390,32
2025-01-21,ST02,Howrah,P03,Milk 1L,Dairy,40,28,48,1920,1344,576,32
2025-01-21,ST02,Howrah,P04,Curd 500g,Dairy,35,24,81,2835,1944,891,32
2025-01-21,ST02,Howrah,P05,Cola 1L,Beverages,30,20,62,1860,1240,620,32
2025-01-21,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,67,4020,2814,1206,32
2025-01-21,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,34,850,510,340,32
2025-01-21,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,80,11200,8000,3200,32
2025-01-21,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,88,7040,4840,2200,32
2025-01-21,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,46,4370,3220,1150,32
2025-01-22,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,87,4350,3045,1305,58
2025-01-22,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,73,8760,6570,2190,58
2025-01-22,ST01,MG Road,P03,Milk 1L,Dairy,40,28,112,4480,3136,1344,58
2025-01-22,ST01,MG Road,P04,Curd 500g,Dairy,35,24,97,3395,2328,1067,58
2025-01-22,ST01,MG Road,P05,Cola 1L,Beverages,30,20,125,3750,2500,1250,58
2025-01-22,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,129,7740,5418,2322,58
2025-01-22,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,31,775,465,310,58
2025-01-22,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,69,9660,6900,2760,58
2025-01-22,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,71,5680,3905,1775,58
2025-01-22,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,30,2850,2100,750,58
2025-01-22,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,45,2250,1575,675,69
2025-01-22,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,104,12480,9360,3120,69
2025-01-22,ST02,Howrah,P03,Milk 1L,Dairy,40,28,102,4080,2856,1224,69
2025-01-22,ST02,Howrah,P04,Curd 500g,Dairy,35,24,111,3885,2664,1221,69
2025-01-22,ST02,Howrah,P05,Cola 1L,Beverages,30,20,72,2160,1440,720,69
2025-01-22,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,69,4140,2898,1242,69
2025-01-22,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,78,1950,1170,780,69
2025-01-22,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,74,10360,7400,2960,69
2025-01-22,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,76,6080,4180,1900,69
2025-01-22,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,63,5985,4410,1575,69
2025-01-23,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,50,2500,1750,750,39
2025-01-23,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,68,8160,6120,2040,39
2025-01-23,ST01,MG Road,P03,Milk 1L,Dairy,40,28,58,2320,1624,696,39
2025-01-23,ST01,MG Road,P04,Curd 500g,Dairy,35,24,94,3290,2256,1034,39
2025-01-23,ST01,MG Road,P05,Cola 1L,Beverages,30,20,63,1890,1260,630,39
2025-01-23,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,141,8460,5922,2538,39
2025-01-23,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,77,1925,1155,770,39
2025-01-23,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,47,6580,4700,1880,39
2025-01-23,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,70,5600,3850,1750,39
2025-01-23,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,67,6365,4690,1675,39
2025-01-23,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,102,5100,3570,1530,39
2025-01-23,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,88,10560,7920,2640,39
2025-01-23,ST02,Howrah,P03,Milk 1L,Dairy,40,28,54,2160,1512,648,39
2025-01-23,ST02,Howrah,P04,Curd 500g,Dairy,35,24,43,1505,1032,473,39
2025-01-23,ST02,Howrah,P05,Cola 1L,Beverages,30,20,105,3150,2100,1050,39
2025-01-23,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,125,7500,5250,2250,39
2025-01-23,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,35,875,525,350,39
2025-01-23,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,80,11200,8000,3200,39
2025-01-23,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,30,2400,1650,750,39
2025-01-23,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,77,7315,5390,1925,39
2025-01-24,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,110,5500,3850,1650,61
2025-01-24,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,54,6480,4860,1620,61
2025-01-24,ST01,MG Road,P03,Milk 1L,Dairy,40,28,83,3320,2324,996,61
2025-01-24,ST01,MG Road,P04,Curd 500g,Dairy,35,24,117,4095,2808,1287,61
2025-01-24,ST01,MG Road,P05,Cola 1L,Beverages,30,20,50,1500,1000,500,61
2025-01-24,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,111,6660,4662,1998,61
2025-01-24,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,52,1300,780,520,61
2025-01-24,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,80,11200,8000,3200,61
2025-01-24,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,63,5040,3465,1575,61
2025-01-24,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,43,4085,3010,1075,61
2025-01-24,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,79,3950,2765,1185,69
2025-01-24,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,105,12600,9450,3150,69
2025-01-24,ST02,Howrah,P03,Milk 1L,Dairy,40,28,119,4760,3332,1428,69
2025-01-24,ST02,Howrah,P04,Curd 500g,Dairy,35,24,79,2765,1896,869,69
2025-01-24,ST02,Howrah,P05,Cola 1L,Beverages,30,20,93,2790,1860,930,69
2025-01-24,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,101,6060,4242,1818,69
2025-01-24,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,81,2025,1215,810,69
2025-01-24,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,47,6580,4700,1880,69
2025-01-24,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,35,2800,1925,875,69
2025-01-24,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,82,7790,5740,2050,69
2025-01-25,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,112,5600,3920,1680,66
2025-01-25,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,80,9600,7200,2400,66
2025-01-25,ST01,MG Road,P03,Milk 1L,Dairy,40,28,53,2120,1484,636,66
2025-01-25,ST01,MG Road,P04,Curd 500g,Dairy,35,24,42,1470,1008,462,66
2025-01-25,ST01,MG Road,P05,Cola 1L,Beverages,30,20,139,4170,2780,1390,66
2025-01-25,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,134,8040,5628,2412,66
2025-01-25,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,45,1125,675,450,66
2025-01-25,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,78,10920,7800,3120,66
2025-01-25,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,49,3920,2695,1225,66
2025-01-25,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,50,4750,3500,1250,66
2025-01-25,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,110,5500,3850,1650,56
2025-01-25,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,97,11640,8730,2910,56
2025-01-25,ST02,Howrah,P03,Milk 1L,Dairy,40,28,81,3240,2268,972,56
2025-01-25,ST02,Howrah,P04,Curd 500g,Dairy,35,24,54,1890,1296,594,56
2025-01-25,ST02,Howrah,P05,Cola 1L,Beverages,30,20,95,2850,1900,950,56
2025-01-25,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,149,8940,6258,2682,56
2025-01-25,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,88,2200,1320,880,56
2025-01-25,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,92,12880,9200,3680,56
2025-01-25,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,60,4800,3300,1500,56
2025-01-25,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,46,4370,3220,1150,56
2025-01-26,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,92,4600,3220,1380,71
2025-01-26,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,46,5520,4140,1380,71
2025-01-26,ST01,MG Road,P03,Milk 1L,Dairy,40,28,43,1720,1204,516,71
2025-01-26,ST01,MG Road,P04,Curd 500g,Dairy,35,24,100,3500,2400,1100,71
2025-01-26,ST01,MG Road,P05,Cola 1L,Beverages,30,20,62,1860,1240,620,71
2025-01-26,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,116,6960,4872,2088,71
2025-01-26,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,73,1825,1095,730,71
2025-01-26,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,78,10920,7800,3120,71
2025-01-26,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,39,3120,2145,975,71
2025-01-26,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,96,9120,6720,2400,71
2025-01-26,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,113,5650,3955,1695,70
2025-01-26,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,58,6960,5220,1740,70
2025-01-26,ST02,Howrah,P03,Milk 1L,Dairy,40,28,84,3360,2352,1008,70
2025-01-26,ST02,Howrah,P04,Curd 500g,Dairy,35,24,63,2205,1512,693,70
2025-01-26,ST02,Howrah,P05,Cola 1L,Beverages,30,20,51,1530,1020,510,70
2025-01-26,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,116,6960,4872,2088,70
2025-01-26,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,80,2000,1200,800,70
2025-01-26,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,85,11900,8500,3400,70
2025-01-26,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,62,4960,3410,1550,70
2025-01-26,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,44,4180,3080,1100,70
2025-01-27,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,107,5350,3745,1605,36
2025-01-27,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,75,9000,6750,2250,36
2025-01-27,ST01,MG Road,P03,Milk 1L,Dairy,40,28,41,1640,1148,492,36
2025-01-27,ST01,MG Road,P04,Curd 500g,Dairy,35,24,60,2100,1440,660,36
2025-01-27,ST01,MG Road,P05,Cola 1L,Beverages,30,20,52,1560,1040,520,36
2025-01-27,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,96,5760,4032,1728,36
2025-01-27,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,72,1800,1080,720,36
2025-01-27,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,32,4480,3200,1280,36
2025-01-27,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,85,6800,4675,2125,36
2025-01-27,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,68,6460,4760,1700,36
2025-01-27,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,61,3050,2135,915,59
2025-01-27,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,104,12480,9360,3120,59
2025-01-27,ST02,Howrah,P03,Milk 1L,Dairy,40,28,46,1840,1288,552,59
2025-01-27,ST02,Howrah,P04,Curd 500g,Dairy,35,24,75,2625,1800,825,59
2025-01-27,ST02,Howrah,P05,Cola 1L,Beverages,30,20,83,2490,1660,830,59
2025-01-27,ST02,Howrah,P06,Orange Juice 1L,Beverages,60,42,61,3660,2562,1098,59
2025-01-27,ST02,Howrah,P07,Bath Soap,Personal Care,25,15,84,2100,1260,840,59
2025-01-27,ST02,Howrah,P08,Shampoo 200ml,Personal Care,140,100,47,6580,4700,1880,59
2025-01-27,ST02,Howrah,P09,Detergent 1kg,Home Care,80,55,33,2640,1815,825,59
2025-01-27,ST02,Howrah,P10,Floor Cleaner 1L,Home Care,95,70,97,9215,6790,2425,59
2025-01-28,ST01,MG Road,P01,Premium Rice 5kg,Packaged Food,50,35,114,5700,3990,1710,62
2025-01-28,ST01,MG Road,P02,Refined Oil 1L,Packaged Food,120,90,90,10800,8100,2700,62
2025-01-28,ST01,MG Road,P03,Milk 1L,Dairy,40,28,113,4520,3164,1356,62
2025-01-28,ST01,MG Road,P04,Curd 500g,Dairy,35,24,86,3010,2064,946,62
2025-01-28,ST01,MG Road,P05,Cola 1L,Beverages,30,20,119,3570,2380,1190,62
2025-01-28,ST01,MG Road,P06,Orange Juice 1L,Beverages,60,42,112,6720,4704,2016,62
2025-01-28,ST01,MG Road,P07,Bath Soap,Personal Care,25,15,37,925,555,370,62
2025-01-28,ST01,MG Road,P08,Shampoo 200ml,Personal Care,140,100,68,9520,6800,2720,62
2025-01-28,ST01,MG Road,P09,Detergent 1kg,Home Care,80,55,30,2400,1650,750,62
2025-01-28,ST01,MG Road,P10,Floor Cleaner 1L,Home Care,95,70,54,5130,3780,1350,62
2025-01-28,ST02,Howrah,P01,Premium Rice 5kg,Packaged Food,50,35,85,4250,2975,1275,65
2025-01-28,ST02,Howrah,P02,Refined Oil 1L,Packaged Food,120,90,88,10560,7920,2640,65
2025-01-28,ST02,Howrah,P03,Milk 1L,Dairy,40,28,48,1920,1344,576,65
